screen_name,following,followers,favourites_count,verified
LydiaSarm,204,144,853,False
sarasefue_,273,704,23952,False
guaman_paula,10,0,275,False
perruanisimo,402,157,796,False
oswil2,724,61,948,False
afloresp,482,102,440,False
MidisFoncodes,1723,8165,5733,True
matubupe,1038,227,2788,False
pichinchauniver,390,11372,3171,False
MetroEcuador,2500,22221,598,False
Nestor_Aguilera,2472,8145,22810,False
agua_helada,642,145,295,False
CarlosAdelCT,215,34,852,False
carlosbathory69,784,80,2684,False
JuanCorchuelo3,135,10,447,False
Duberlyperu,2997,2288,1903,False
CruMaju,1401,1433,129265,False
ovalerog,401,325,25800,False
DavilaAurelio,592,51259,541,False
juan_campov,4714,4147,27294,False
jcperez2014,290,19,10,False
tma1odisea,4156,767,141,False
gasparfervic77,66,12,20,False
NManhotxxx,58,1,36,False
Sabrina_C_Peru,738,2745,2691,False
BRAAPPmotos,138,150,7,False
ekuatorianadas,419,522,889,False
tmj_ecu_jobs,485,584,0,False
kookieislovebts,160,142,12212,False
FUTERchistes,11392,174605,45956,False
JorgeUgarteQ,192,477,1550,False
seb9498,289,23,100,False
leslymalvarez,1003,183,17728,False
kukoulloa,880,854,1271,False
LuiggiMarin,8469,11838,7564,False
AgrocalidadZ6,214,147,48,False
pusobailon,734,327,8965,False
tabatalarab,349,22,101,False
brillito97,110,166,16489,False
integralfruits1,643,50,5,False
veerooniicaac,368,215,1439,False
Adrian89586849,171,19,188,False
RACHELHAWNK,371,390,519,False
GOT7_Peru,1050,9583,4345,False
tefiiCardens,598,59,1118,False
Josue_Carriel,448,483,19212,False
UnalmDe,15,6,0,False
Ivanfeicanm2,16,23,490,False
JesicaCeballos,1559,306,9876,False
cad_peru,342,596,960,False
SENAComunica,1885,694575,18448,True
ketu_stone,143,23,302,False
jos_vela,218,295,17183,False
edwin_feijoo,606,598,23676,False
javimonza,523,386,232,False
zandokhaan,725,230,14,False
latincab54,341,405,1704,False
HidroEc,537,114,375,False
dianavilcheze,2013,505,6889,False
emov_ep,954,31392,5165,False
Luz72364658,441,425,3410,False
rubie157,146,205,18964,False
1yuryhernandez,22,112346,530,False
KariiCastro_,2554,2470,69,False
LauraKimimck,938,568,68,False
MemesCuenquita,54,391,403,False
jahwi_m,289,150,1650,False
mayucastrov,205,55,2982,False
KingLaceHabbo,417,815,8867,False
fernanditogomez,407,177,61,False
EmperorTikacuti,1994,681,236,False
editoresdelperu,283,359,180,False
corneliodesign,0,0,1,False
ivanacarvallov,747,1036,1631,False
indioact12,81,573,15813,False
cod_programador,20,127,232,False
freddyferruzola,3033,2299,244,False
humbertoemilio_,559,1435,11641,False
RonnyMorocho,313,213,221,False
soyddr,419,577,2899,False
IndustriasCue,857,3681,1863,False
DIEGUINARMANDO,865,589,7624,False
ViajerosPeru,1033,2017,3384,False
kimberl59826067,37,4,39,False
mariacoque14,1066,451,23217,False
EViteriOft,742,1330,3502,False
EddFernando97,201,131,2762,False
Mdzajohan,671,140,6518,False
alejoaviones,359,453,14631,False
MPT_Trujillo,61,150,28,False
JorgeFlor_,470,1257,15350,False
ai_Libellule,225,56,435,False
Pacosabbath,1917,541,451,False
me182007,51,26,1749,False
Bryan_roman4,241,368,959,False
Oswaldo_Bolo,728,410,2285,False
Momento_Depor,497,223,59,False
jesusccss,3314,3327,7418,False
ricardovlago,1027,8749,2873,False
noth700,1223,142,93,False
074Antoine,6108,6566,1541,False
malularriva,668,739,1261,False
full3rick,418,114,35,False
leninpelaez,392,393,2444,False
AlvaroEnriqueDS,194,45,554,False
bejc33,386,686,2938,False
VicenteGarnica3,28,4,49,False
FEcAtletismo,229,4023,1725,False
evneira,1927,147,7034,False
EleccionesValle,127,706,2517,False
54gamerhd,3,1,6,False
TGalindoPazan,263,23,36,False
juanper21868153,10,1,4,False
Martinrootsman,914,784,1903,False
RaulGRoqueSnche,41,41,2,False
juanmarinmunoz,748,1473,39048,False
wcorreat,36,6,1181,False
Sanchezmendieta,940,13285,6783,False
Ivann_diazz,521,160,5306,False
DocNelson1,145,220,172,False
BeliebeA,815,728,13535,False
_duraznitos,596,3048,138385,False
InkiAudiovisual,448,237,2391,False
zary_n,383,54,1219,False
ufc242livefight,6,0,0,False
ivansalinask,1394,501,2101,False
blumenecuador,787,154,5,False
FernandoHuamanX,1068,2097,80,False
erikaparedesg,264,225,784,False
Boxing_Today,149,53,1,False
drtello,616,588,3106,False
antoniolahch,1040,63,5432,False
patriciavimos,2135,487,5949,False
BT13_twt,17,217,2062,False
futbolenla550,412,140,407,False
JezzOner,5,211,30,False
paulfguaman4,3144,424,1581,False
VillasHector,385,166,708,False
derochag,337,193,46,False
callimanta,221,5684,502,False
janelvisoner,2136,942,3638,False
ToctoLeon,947,348,31536,False
Natilsm08,164,482,2210,False
horacioangulo,1809,297,9648,False
CristianTigal,1010,730,699,False
GolazoDeAmerica,12,11906,396,False
jjllerena,388,1637,263,False
RockAzogues,1595,855,1123,False
InstitutoICPG,4654,3922,4367,False
Mitronglou,2122,208,908,False
jab2889,386,234,18,False
Aries2Luis,69,2,11,False
Cesar_2805,116,31,4697,False
FICOVAZQUEZ,249,879,6638,False
Jorge_weed,673,321,3287,False
oxubni,440,19,1732,False
Carlomario,1162,889,5302,False
Luis_Iniguez_A,361,181,73,False
nata_flores,400,334,4993,False
flecarosb,13,8,1774,False
Vanesa35924118,18,0,2,False
FelipeMoscosoP,447,640,14683,False
mahurtadoz,2,778,3427,False
AndreCCDAS,508,316,4910,False
lu_jes99,214,398,2021,False
luzvillalbab,4655,1533,71727,False
danajaramishan,123,221,8030,False
izbell_no,1503,1551,23651,False
thats_my_chim,2889,1576,10091,False
AngiieNicole06,190,204,1598,False
Luligvp,249,335,383,False
EvelynAndreaxD,293,116,2226,False
JoseStephano,258,29,652,False
LeydiFernanU,1165,4096,14260,False
Jaime_apa,406,351,201,False
VeroIniguez10,363,237,893,False
elicapelop,617,139,3076,False
MAGAL34,186,37,2121,False
gabzxth,351,327,20158,False
jpmpau,2217,688,166,False
Chikikuuo,97,89,5386,False
paulayency,927,404,1508,False
2405_gaby,114,102,449,False
LeninBIT,2043,1278,268,False
catiquinto,2950,11329,27760,False
licoa81,135,35,131,False
anysacasari,175,166,838,False
edumar15,1065,244,592,False
italojimenez,1636,1504,1036,False
Den15GL,115,207,2481,False
ernesto_yerovi,64,20,84,False
opcionsecuador,889,3696,19159,False
geraldine28dav,422,504,838,False
Oswaldo20281940,173,10,42,False
pastillare,323,356,166,False
joluisj,810,886,1721,False
ElAbogadoFeroz,819,2779,54582,False
Ra_shell98,512,60,2345,False
juanksono,1091,515,2510,False
Belpj2010J,51,28,442,False
bolita8496,411,66,793,False
alefierro_87,1039,1649,1315,False
CarlosV098,141,181,16,False
daviru3,384,635,93260,False
marsroad1,95,11,918,False
paoolagc4,258,281,315,False
Cristia95105468,121,5,0,False
maobayas,2298,1435,1067,False
MaestriaFinUCSG,3,75,863,False
ElProfeBauza,136,3037,1809,False
LaFraseDeIDiaEs,1256,599,627,False
Pnissprado,912,499,4161,False
IsraelPesantez,535,331,4372,False
Mueblesindmucol,358,87,325,False
choocherin,559,769,56,False
macclifdrone,443,167,54,False
paomiatorres,315,180,22574,False
nickoelton,565,243,2720,False
tavoadrianzen,1591,5023,17748,False
mdptello,842,2964,55,False
greys_kmy,94,28,20,False
ximepb,1412,601,6683,False
Rafael_Becker89,197,51,13633,False
RayRozas,320,56,3230,False
vanessota26,104,5769,23413,False
Aida_Guaman_03,927,264,3,False
randyleon106,1539,223,1272,False
clbk_14,185,143,727,False
Remanentedefeec,339,273,20494,False
belencando31,396,449,216,False
mironesbillie,125,259,727,False
peruhacking,4536,3190,7221,False
carmencita123cg,18,8,28,False
abbrill_,746,176,936,False
LalyArce1110,448,8923,32540,False
EJhoncon,1335,1365,1893,False
R23Era,797,533,44869,False
AnaBrendaEc,221,28,2376,False
anghyauquilla,154,266,3988,False
edygabrielgg,391,365,97,False
MiguelSan1976,463,265,11219,False
NachoJadan,90,25,10,False
CHRISZAPATA80,476,396,13,False
ricardocalmet,345,564,12491,False
marthabpb,83,1,3869,False
ToledoFCB,2425,131,1385,False
GARDOFLANDOLI,119,249,7451,False
PaulArevaloPiki,1233,718,1551,False
OrdonezOfficial,194,165,416,False
patoxavierleon,840,364,5214,False
CarmenNataliaZr,1770,864,6605,False
apostoljuanfc,18,59,6965,False
e_crevoisier,26,12,8,False
yojuancql,154,139,756,False
DavidMatute_193,212,504,26965,False
JotaC_95,1762,1831,62,False
Shxntx,277,168,83,False
juanchoandres05,241,37,170,False
Shantabeltran15,316,123,18,False
pareja_vene,950,4089,16,False
ffigueroasegarr,719,7778,1735,False
louieletters,271,75,307,False
pcsr5,361,147,59,False
Clauss1013,621,171,454,False
DresShopDeluxe,27,114,12207,False
lanv3000,419,9,21,False
Jabc19,113,219,700,False
TurismoCuencaEC,758,11423,7462,False
emapasgep,79,685,3413,False
JuanCamilo_15,271,591,1950,False
MikeSmith_Model,4612,5302,2519,False
MACHO_DOTADO,2064,9572,3286,False
juankis1082,281,105,603,False
NeptaliCanalBed,1265,198,721,False
daniggbl,242,174,644,False
estefanyfrancoa,542,370,111,False
johanpullas,1065,2660,116,False
EugenioRobles9,15,4,53,False
fapperu,932,28765,6550,True
ivancho1,883,1073,8628,False
ItzMeGabu,93,713,325,False
therealteddyc,553,549,3736,False
liizeth528,107,161,1446,False
Elisaleman,726,1249,6219,False
free_two_roam,5123,8198,2009,False
Isxxk,279,101,280,False
jbmaldonadog,102,42,46,False
rosesarmiento2,83,132,238,False
jc_alonso28,381,160,6227,False
BolanosCbr,112,8,305,False
adreiundneunzig,282,155,571,False
VONMAACK,4971,2174,23790,False
JaimeEduardoGod,1688,359,13,False
moreicq,150,63,272,False
ShawnMendesEc,668,2704,17138,False
CHARITOSALUD,537,55,87,False
picanteriakarol,160,22,0,False
nyledwr,125,1966,2472,False
Ailander_Drums,330,94,1955,False
yohan_loor,2835,2124,12686,False
tebohuch,705,152,642,False
gabyximeMP,71,103,0,False
mottamarcos,556,32754,3639,False
IzaScB,381,122,4899,False
jcharlssbsc,223,251,8805,False
canizk9,59,10,19,False
MaydyZabala,212,327,2297,False
anajarav,414,117588,39668,False
AngelBarzallo4,138,2,278,False
steph_dsl,132,121,512,False
lichicone,708,814,5850,False
melibonillab,218,635,4970,False
danielortizv,458,94,149,False
elgranqenk,454,19418,13411,False
claudio_zerk,107,51,2082,False
DavidChang86,164,278,33205,False
DiegoCarrascoE,2659,1522,5105,False
TuestaCarolina,765,380,5971,False
carlosj46263104,54,0,577,False
neoquim_ec,1276,1581,204,False
ernestoq,283,885,115,False
dayanaaraque_,239,90,73,False
PoliciaPeru,217,188118,10910,True
i_amkarenj,1378,1401,69776,False
MiguelT66672703,46,0,0,False
andr3smontalvo,942,851,11240,False
TankeAguilar,367,527,989,False
edumach1805,122,8,1342,False
0chicote,725,806,30592,False
PaulyGuaman,982,338,3177,False
brendanfooseGO,281,186,4490,False
joseprozav,465,211,600,False
MyrianRubio,45,205,20,False
isabellacueva,154,216,815,False
GYantalema,564,1304,1201,False
MaricheRoffe,1074,612,1640,False
Ekeko66,1008,103,1146,False
ShakiraPeru,90,20035,255,False
olopezmerc,2789,579,14723,False
_gaabbrielaa,285,512,16765,False
lacamaragye,8687,36734,5985,True
Marinesmv102,227,85,1521,False
YelenaFuentes,1399,740,4055,False
AngieCuencaYar3,16,0,14,False
jesusalcivar,548,411,1216,False
MIESZona6,320,6832,2989,False
prishdez,4773,5378,9330,False
LainezLozada22,261,1675,19640,False
WQRadio_EC,542,19804,7273,False
GisellBogota,146,19393,0,False
Joshua_Rdrgz,47,194,6353,False
Capital967,810,2156874,2982,False
Minsa_Peru,4470,345154,28321,True
PrefecturaElOro,85,5477,256,False
SomosPanasCol,206,1952,1202,False
corpapel,205,38,116,False
Yuliethlolita,162,9039,0,False
Yuliethlolita2,130,9592,0,False
EPPETROECUADOR,166,25386,1424,False
OW_Photography,456,2476,3524,False
ecu911sambo,1386,83169,8282,False
oropesa555,4357,1111,9526,False
julilanef,629,29427,0,False
mafediaz891,670,8944,0,False
tramrsec,53,21,450,False
Inmuebles21C,156,39,8,False
fptrack,59,1395,85,False
municallao,409,2601,50,False
yuliethlolita1,156,7968,0,False
VipTienda,76,45,38,False
CesarRomeroC,492,38333,211,False
nando_1954,337,126,2948,False
92kbrp,84,112,748,False
AbgjuanPablo,397,1058,6287,False
MEJIA_GIBSON,39,1,60,False
Sac28322415,2431,586,76,False
WaykaPeru,1209,22740,1797,False
ticdialsuarez,2453,422,316,False
TradeIT_BH,3712,170,6,False
SoyDeniDarko,1630,2333,57753,False
marieleins,154,269,78647,False
SERCOPec,934,17596,7526,False
camuadrianzen,257,228,1620,False
FlopecEp,3294,2143,1576,False
CDDperu,2173,3768,1975,False
RealPapu,1441,538,77,False
Kimberl27185371,46,185,47,False
ANDEC_SA,240,269,475,False
rowanseymour,821,1123,16329,False
ECUADORolimpico,1031,71026,1510,False
tonhersan,398,763,18613,False
oswaldotorres99,9,0,0,False
katxako,1299,2046,1693,False
Bee_Vinyl,1196,1108,2081,False
ServiciodEmpleo,555,48384,1756,True
clubmadameec,246,150,21,False
mariaan88690932,5001,1432,48131,False
CuentaAltoCosto,1346,1901,891,True
frangarecuador,66,52,350,False
MyriamHNPer,1499,688,32830,False
amandreao,325,443,4275,False
jhonnatanaldaz,174,834,8988,False
Haze_Voice,865,59,143,False
Alexinhomas10,5005,525,38,False
shown9143,60,13,992,False
AzuayCJ,1223,4186,439,False
exitosape,712,183321,1023,False
Waterme60111759,96,7,33,False
lanefnel2,4983,97638,92,False
csr_costa,373,268,1356,False
ucsg_tv,303,5427,227,False
nana_triste,1013,100,10834,False
AidaAlons,47,104,26953,False
D3skrriado79,121,113,8007,False
saravia_caro,415,1959,13952,False
PaoTarosa,350,544,1161,False
trabajosexualok,4066,620,2264,False
kathgue0615,2004,553,13227,False
adrimendezc,521,118,395,False
daniloherrerad,1707,1881,7205,False
LokNicky,500,258,2129,False
gnesixs,1059,924,4287,False
marymoscoso,427,534,2910,False
josferperu,208,126,6311,False
malulyoliva,1470,5594,8209,False
GatoNegro_29,308,364,12672,False
Esteban21211048,410,257,2717,False
EsLuisMaravi,170,135,97,False
NelsonTapiaRios,289,14368,6380,False
juliocuzcoca,33,0,11,False
PabloElmoni,114,105,8596,False
AlfredTrujilloo,323,321,439,False
uglyfoca,116,98,2271,False
RossiMorgan1,120,2035,236,False
palomaames_,366,381,14750,False
patydLy,193,359,178,False
justpvalues,1088,227,11119,False
Drea_an,174,508,6142,False
JoaquinLopez67,2436,799,5847,False
Gl_Andi,262,153,333,False
MaraJos46101023,102,37,1235,False
juliaramsey04,687,538,1718,False
andrscoronel,300,213,7307,False
tnlgcarloshp,156,424,6205,False
Alejand48166092,531,26,660,False
thefloodgate,395,369,24333,False
luz_010690,508,80,16729,False
delurens,13949,15183,108723,False
1putaidea,199,104,1773,False
Kira8917,133,199,3168,False
AbrahamCQuenaya,304,85,200,False
AnthonyVeraB14,90,10,18,False
_Ingrid21,360,523,3847,False
dianitabbxota25,1096,475,12162,False
JhonleoC,728,141,36545,False
carmita_sibri,26,36,607,False
WILOPRADO,522,2621,1398,False
CamiloRomero,2577,75124,13047,True
_Genesita__,474,860,1795,False
scarahuanco,1102,221,37,False
fundaretomar,500,16,27,False
olmedo_jp,637,93,3807,False
jmalbornozb,1004,325,468,False
JimnzBladimir,197,101,4502,False
SanthySD,54,4,73,False
ivrolan0,120,49,353,False
BayronGuzman,5002,3195,137478,False
5500cali,100,90,1249,False
mannuelsoler_,1174,1128,21732,False
wilsonquezada52,8,2,33,False
bernypaez,211,46,1573,False
Framenval,50,316,493,False
marianocastro,2731,3077,6064,False
RefugioCriollo,5,2,0,False
cherediaf,1020,1995,2104,False
AcuerdoPastaza,746,64,327,False
doctorheart00,1097,1418,28056,False
HqAgricola,56,2,1,False
suanymurillo,2412,948,5794,False
ppg_ingeval,4999,1745,611,False
RevistaEkos,1112,37574,6890,True
fdavalos197,165,56,254,False
mf_morales,2020,973,18723,False
GutamaEloy,24,12,4,False
ChefAmyrianado,1293,341,24274,False
fabianenriquech,537,155,931,False
CHONILLOec,36,1051,1115,False
dav792,740,404,4021,False
sebascardona15,187,193,7066,False
ClementeBravoR,132,819,40,False
rua_claudio,214,46,123,False
Bladimir,203,263,4831,False
gulliverecuador,423,783,189,False
ReddsColombia,2535,25213,1963,True
ElOroCJ,952,1660,157,False
JoseGarciaCano7,34,53,8653,False
edisonguadual,498,9,287,False
InfoPaletillas,133,321,254,False
nellasanguine,516,1026,1960,False
PierreStation,780,570,5666,False
vittorioknox,766,275,1834,False
YURIKO54,225,40,568,False
marixaarcos,270,137,1835,False
MaylinVaca,199,78,3765,False
RubnYanez2,64,10,94,False
witragtravel,878,341,133,False
moshehmass,581,203,908,False
jaorxxx,27,60,52,False
lauviis,196,290,3664,False
aca_blockchain,184,731,6494,False
ManoloSpinolla,506,460,29718,False
Neritalcose,213,444,728,False
INFOSTACLARA1,164,291,398,False
Austro1947,986,602,5498,False
larryemiliaco,7551,7699,33814,False
Juanneroo,393,399,1150,False
Kalylovesuga13,2253,677,4223,False
jlespinozx,407,102,1004,False
LACL46,78,20,487,False
HannahAlnemer,372,561,6507,False
WRadioec,992,21791,6534,False
MINCETUR,3651,184683,1296,True
111stefano,466,50,869,False
StOmPbOXTSHIRTS,999,70,363,False
domenicacobof,642,2904,9980,False
AlhexVargas,241,18,4558,False
LeslieRevelo,435,140,948,False
chaBeeor,329,327,4619,False
Bahamondeingen,112,10,68,False
JosefuentesU,503,871,23060,False
Confepec,785,3250,1158,False
SiguemeLoja,116,2499,108,False
LuisNestares,637,441,2414,False
acastropiedra,1161,5932,26797,False
carlosm14687330,1,1,0,False
Docherty7,1399,830,858,False
zabdiel_teamo,949,1064,8821,False
mabecalvo,259,188,1657,False
Audicalidad,30,144,1916,False
JOLENARO,193,294,162,False
isaroura,2062,1237,1854,False
Camiilo_Correa,105,6278,1917,False
JugadorNo12,1467,1820,31151,False
MiguelHz,663,786,11500,False
TJaeFreeman,1198,2109,287440,False
CharlesOlivia,471,43,25,False
Alfred_13,1990,603,55295,False
radiosonorama,390,70197,56,False
adri_quiros,300,283,553,False
ETAPAOficial,284,24831,2472,False
Jennysaru,141,47,881,False
armandocasas30,82,45,2731,False
cesarportilla_,90,50,3530,False
pamelacastroj,258,675,144,False
telecuenca,2103,26264,45,False
ameliaandjp,1173,1197,5278,False
DiegoPandaReyes,670,41,66,False
littleoceandrop,44,768,520,False
Angelerazo1987,3968,642,12277,False
AndreaRivera_V,2941,5643,4964,False
Lareata,986,168,11285,False
RICARDODEBIASSE,114,46,45,False
tuinfocompra,20,13,1309,False
Vic_Alvarado,2320,1196,5383,False
lsiavi92,772,201,14030,False
infoluz2,157,56,5091,False
masterfroilan,356,12,5854,False
eudmed,1125,25457,18127,False
ItaltelPeru,71,75,18,False
Huachospuntocom,1597,245,1,False
infosargentill1,50,32,1056,False
MadelaineNS,925,960,12968,False
LauraParedes20,1523,619,58151,False
JulissMelgarejo,111,42,4195,False
OnusidaLatina,1722,12454,12125,False
Wicablesa,3624,3782,10859,False
Fer96Com,875,270,5531,False
MidisQaliWarma,143,18115,4946,True
SomosTripleA,301,7099,2119,False
sandrachuya9210,142,357,554,False
helmut_rm,288,505,94,False
anaju13,564,213,6904,False
IESSZamora,609,2020,1730,False
paul89leon,350,180,1758,False
VelosDeTul,649,1286,34432,False
nelfecog,281,101,761,False
Millonarios_VIP,4,4,15,False
CostamarUSA,495,923,102,False
La_Negociacion,1699,10440,1533,False
PachoValenciaL,652,757,1278,False
AzuayCce,217,1055,155,False
Jenifer_Robless,468,471,8123,False
ricardopita1979,436,5868,14438,False
miguela961,179,256,7578,False
DICOMINGENIEROS,7,18,0,False
Placebo_jasa,439,1144,4193,False
lecues,44,2,420,False
Hugobosquez,2030,384,7024,False
Gustavopachecoe,799,1080,132,False
bejat_mccracken,71,19,226,False
homero1989onlin,701,664,238,False
kasmontevideo,894,4577,1070,False
proteccion,102,14969,1658,True
WarrenKnight,29501,34275,6205,True
taico_elena,336,45,13,False
Ernesto10598785,0,2,1,False
SNIndustrias,642,10669,507,False
kyleJamesSumple,53,20,2,False
Gustavo_Idrovo,199,147,988,False
SilvyC91,893,763,2173,False
PepitoPerezEC,169,417,169,False
BaironCastill18,39,2,106,False
aaguilararizaga,501,8830,5045,False
BurroBurguer,13,11,2,False
johaheredia,1627,2688,3410,False
SamusocialP,108,3,16,False
1Ricper,422,639,44035,False
SamaniegWalter,100,21,209,False
FridaNipol,209,284,1951,False
wuidac,3,1,2,False
How2GoColombia,1948,556,2464,False
alasseguridad,2212,4732,1202,False
DisenoAl,111,6,6,False
Kati_Lop,3294,1577,11245,False
SAILENIS2,28,1691,27,False
Juliobernal40,33,51,5460,False
jaimm5,4985,2967,25581,False
Fedexpor,850,10083,1972,False
Dalu_DiPrinzio,417,596,7021,False
franklinsheto,268,180,24203,False
sot_ecuador,361,1581,376,False
Ecuador_calidad,709,15038,751,False
